Year,Month,Day,Period,1,2,3,total,37655798.9
2020,1,5,12,1053.7667,1114.339682,1292.913635,3461.020017,
2020,1,5,13,1031.55616,1108.956399,1302.380576,3442.893135,
2020,1,5,14,1015.338941,1101.778687,1308.69187,3425.809498,
2020,1,5,15,1015.691489,1093.255155,1309.142676,3418.08932,
2020,1,5,16,1024.152647,1092.806548,1296.069282,3413.028477,
2020,1,5,17,1105.238743,1155.162915,1323.568491,3583.970149,
2020,1,5,18,1219.816922,1313.521171,1502.087947,4035.42604,
2020,1,5,19,1216.643988,1332.362663,1563.397659,4112.40431,
2020,1,5,20,1191.965611,1318.007241,1547.168618,4057.14147,
2020,1,5,21,1140.141019,1274.043759,1499.383107,3913.567885,
2020,1,5,22,1060.465116,1223.351173,1424.098387,3707.914676,
2020,1,5,23,987.4876299,1160.097592,1322.216071,3469.801293,
2020,1,5,24,960.6939634,1110.302219,1231.153116,3302.149298,
2020,1,6,1,951.5277091,1083.385802,1158.573236,3193.486747,
2020,1,6,2,952.937902,1073.516449,1129.2708,3155.725151,
2020,1,6,3,970.212766,1064.095703,1104.476432,3138.784901,
2020,1,6,4,1011.813459,1069.927593,1101.320785,3183.061837,
2020,1,6,5,1129.564572,1090.563513,1120.254666,3340.382751,
2020,1,6,6,1300.55047,1153.817094,1187.424866,3641.79243,
2020,1,6,7,1371.060119,1245.332914,1334.387852,3950.780885,
2020,1,6,8,1298.787729,1218.865103,1435.368554,3953.021386,
2020,1,6,9,1220.874567,1216.622068,1525.980702,3963.477337,
2020,1,6,10,1182.446809,1205.855501,1608.027523,3996.329833,
2020,1,6,11,1153.185304,1206.304108,1671.591269,4031.080681,
2020,1,6,12,1130.269668,1197.780576,1710.360645,4038.410889,
2020,1,6,13,1107.706581,1167.72391,1713.516292,3988.946783,
2020,1,6,14,1090.079169,1136.77003,1724.78646,3951.635659,
2020,1,6,15,1086.906235,1146.639383,1717.122746,3950.668364,
2020,1,6,16,1093.252103,1141.256099,1687.82031,3922.328512,
2020,1,6,17,1169.755072,1202.266646,1677.000949,4049.022667,
2020,1,6,18,1293.499505,1407.728632,1837.03733,4538.265467,
2020,1,6,19,1293.852053,1450.346293,1823.513129,4567.711475,
2020,1,6,20,1267.763483,1436.888084,1748.679215,4453.330782,
2020,1,6,21,1222.637308,1406.831418,1667.534008,4297.002734,
2020,1,6,22,1126.03909,1341.334802,1562.496046,4029.869938,
2020,1,6,23,1044.952994,1236.809381,1412.828219,3694.590594,
2020,1,6,24,1004.762494,1171.312766,1296.970895,3473.046155,
2020,1,7,1,1004.057397,1094.152369,1200.949067,3299.158833,
2020,1,7,2,1000.884463,1084.731623,1156.319203,3241.935289,
2020,1,7,3,1017.454231,1082.488588,1128.369187,3228.312006,
2020,1,7,4,1059.76002,1089.217692,1125.21354,3274.191252,
2020,1,7,5,1179.626423,1118.377145,1137.385321,3435.388889,
2020,1,7,6,1349.202128,1193.743113,1200.047453,3742.992694,
2020,1,7,7,1408.077684,1294.231072,1357.378994,4059.68775,
2020,1,7,8,1336.510391,1262.828585,1451.146789,4050.485765,
2020,1,7,9,1240.969817,1224.248387,1542.209744,4007.427948,
2020,1,7,10,1185.619743,1195.986148,1608.47833,3990.084221,
2020,1,7,11,1142.961405,1084.731623,1672.042075,3899.735103,
2020,1,7,12,1118.988125,1186.116795,1701.795318,4006.900238,
2020,1,7,13,1112.289708,1169.069731,1713.065486,3994.424925,
2020,1,7,14,1086.201138,1152.471273,1719.827586,3958.499997,
2020,1,7,15,1078.797625,1137.667244,1726.13888,3942.603749,
2020,1,7,16,1088.316428,1139.013065,1697.287251,3924.616744,
2020,1,7,17,1163.761752,1212.584606,1684.664663,4061.011021,
2020,1,7,18,1280.102672,1419.84102,1823.513129,4523.456821,
2020,1,7,19,1276.57719,1460.664253,1815.849415,4553.090858,
2020,1,7,20,1264.590549,1446.30883,1745.523568,4456.422947,
2020,1,7,21,1211.708313,1420.738234,1677.000949,4309.447496,
2020,1,7,22,1129.212024,1350.306942,1557.987978,4037.506944,
2020,1,7,23,1043.190252,1245.332914,1416.885479,3705.408645,
2020,1,7,24,1016.749134,1177.593263,1287.503954,3481.846351,
2020,1,8,1,1000.531915,1140.807493,1202.752294,3344.091702,
2020,1,8,2,1009.698169,1130.489533,1153.614363,3293.802065,
2020,1,8,3,1027.325581,1126.900677,1131.975641,3286.201899,
2020,1,8,4,1086.201138,1134.526995,1127.016767,3347.7449,
2020,1,8,5,1197.958931,1171.312766,1143.696615,3512.968312,
2020,1,8,6,1384.456952,1263.725799,1210.866814,3859.049565,
2020,1,8,7,1463.427759,1379.017787,1375.862069,4218.307615,
2020,1,8,8,1388.687531,1341.334802,1463.769377,4193.79171,
2020,1,8,9,1274.109352,1303.203211,1546.717811,4124.030374,
2020,1,8,10,1207.830282,1268.660475,1623.805758,4100.296515,
2020,1,8,11,1161.99901,1240.398237,1675.197722,4077.594969,
2020,1,8,12,1126.03909,1216.173461,1704.950965,4047.163516,
2020,1,8,13,1106.648936,1188.35983,1694.582411,3989.591177,
2020,1,8,14,1089.021524,1175.798835,1693.680797,3958.501156,
2020,1,8,15,1081.265463,1157.40595,1680.156596,3918.828009,
2020,1,8,16,1098.187778,1175.798835,1659.870294,3933.856907,
2020,1,8,17,1170.812716,1286.156147,1655.813034,4112.781897,
2020,1,8,18,1293.852053,1457.524004,1825.316356,4576.692413,
2020,1,8,19,1291.384216,1483.543208,1827.119582,4602.047006,
2020,1,8,20,1271.641514,1470.533606,1761.75261,4503.92773,
2020,1,8,21,1236.38669,1424.32709,1695.934831,4356.648611,
2020,1,8,22,1144.01905,1350.306942,1573.766213,4068.092205,
2020,1,8,23,1060.817665,1252.062018,1436.720974,3749.600657,
2020,1,8,24,1024.152647,1178.490477,1309.142676,3511.7858,
2020,1,9,1,1014.281296,1141.704706,1216.727301,3372.713303,
2020,1,9,2,1016.749134,1121.517393,1166.23695,3304.503477,
2020,1,9,3,1037.54948,1118.825752,1150.458716,3306.833948,
2020,1,9,4,1086.906235,1128.695105,1144.598228,3360.199568,
2020,1,9,5,1208.887927,1158.303164,1153.614363,3520.805454,
2020,1,9,6,1395.385948,1244.4357,1221.686175,3861.507823,
2020,1,9,7,1456.024245,1344.475051,1370.903195,4171.402491,
2020,1,9,8,1385.162048,1301.408783,1473.236318,4159.807149,
2020,1,9,9,1279.397575,1272.249331,1588.192028,4139.838934,
2020,1,9,10,1210.650668,1241.295451,1663.025941,4114.97206,
2020,1,9,11,1162.704107,1185.668188,1692.779184,4041.151479,
2020,1,9,12,1133.090054,1151.574059,1705.852578,3990.516691,
2020,1,9,13,1109.469322,1137.667244,1707.655805,3954.792371,
2020,1,9,14,1090.784265,1122.863214,1723.43404,3937.081519,
2020,1,9,15,1081.618011,1114.339682,1708.106612,3904.064305,
2020,1,9,16,1087.611331,1123.760428,1699.541284,3910.913043,
2020,1,9,17,1157.415883,1177.144656,1683.312243,4017.872782,
2020,1,9,18,1284.333251,1381.709429,1853.266371,4519.309051,
2020,1,9,19,1286.801089,1419.84102,1852.364758,4559.006867,
2020,1,9,20,1268.116032,1406.382811,1763.555837,4438.05468,
2020,1,9,21,1227.925532,1366.008185,1678.804176,4272.737893,
2020,1,9,22,1144.01905,1296.922714,1559.791205,4000.732969,
2020,1,9,23,1057.292182,1213.033213,1419.59032,3689.915715,
2020,1,9,24,1011.46091,1148.882418,1292.012022,3452.35535,
2020,1,10,1,1002.647204,1112.993861,1204.104714,3319.745779,
2020,1,10,2,1003.352301,1096.395404,1161.728883,3261.476588,
2020,1,10,3,1020.274617,1090.563513,1144.147422,3254.985552,
2020,1,10,4,1066.105888,1097.292618,1135.131288,3298.529794,
2020,1,10,5,1182.799357,1125.554856,1141.893388,3450.247601,
2020,1,10,6,1365.771895,1194.19172,1211.317621,3771.281236,
2020,1,10,7,1425.705096,1264.174406,1360.534641,4050.414143,
2020,1,10,8,1354.490351,1240.846844,1465.572604,4060.909799,
2020,1,10,9,1255.071747,1222.902566,1558.438785,4036.413098,
2020,1,10,10,1191.613063,1213.930427,1643.190446,4048.733936,
2020,1,10,11,1154.242949,1206.304108,1694.582411,4055.129468,
2020,1,10,12,1121.103414,1187.462616,1721.630813,4030.196843,
2020,1,10,13,1094.662296,1170.864159,1718.925973,3984.452428,
2020,1,10,14,1087.611331,1158.303164,1712.614679,3958.529174,
2020,1,10,15,1071.394112,1142.60192,1689.17273,3903.168762,
2020,1,10,16,1075.977239,1134.526995,1644.542866,3855.0471,
2020,1,10,17,1126.391638,1175.798835,1643.190446,3945.380919,
2020,1,10,18,1221.227115,1345.820872,1767.16229,4334.210277,
2020,1,10,19,1201.836962,1364.213757,1764.45745,4330.508169,
2020,1,10,20,1181.741712,1345.820872,1688.271117,4215.833701,
2020,1,10,21,1151.070015,1318.455848,1621.100917,4090.62678,
2020,1,10,22,1087.963879,1276.735401,1525.980702,3890.679982,
2020,1,10,23,1015.691489,1215.276247,1414.631446,3645.599182,
2020,1,10,24,971.2704107,1152.022666,1305.085416,3428.378493,
2020,1,11,1,950.4700643,1115.236896,1217.628915,3283.335875,
2020,1,11,2,944.8292924,1097.741225,1166.23695,3208.807467,
2020,1,11,3,945.8869372,1085.628837,1141.442581,3172.958355,
2020,1,11,4,962.4567046,1083.834409,1121.15628,3167.447394,
2020,1,11,5,998.4166254,1088.320479,1121.15628,3207.893384,
2020,1,11,6,1065.048243,1106.713364,1140.991775,3312.753382,
2020,1,11,7,1133.795151,1132.732567,1180.211958,3446.739676,
2020,1,11,8,1171.165265,1117.928538,1212.670041,3501.763844,
2020,1,11,9,1169.402524,1134.526995,1317.708004,3621.637523,
2020,1,11,10,1141.198664,1143.050527,1429.958874,3714.208065,
2020,1,11,11,1121.455962,1132.732567,1508.399241,3762.58777,
2020,1,11,12,1087.963879,1121.966,1507.497627,3717.427506,
2020,1,11,13,1066.810985,1111.199433,1482.703258,3660.713676,
2020,1,11,14,1038.607125,1105.367543,1443.933882,3587.90855,
2020,1,11,15,1031.203612,1099.984259,1409.221765,3540.409636,
2020,1,11,16,1037.902029,1109.853612,1385.779817,3533.535458,
2020,1,11,17,1097.130134,1164.583661,1407.418538,3669.132333,
2020,1,11,18,1194.433449,1320.698882,1576.92186,4092.054191,
2020,1,11,19,1178.921326,1326.530773,1635.075925,4140.528024,
2020,1,11,20,1152.832756,1309.932315,1591.347675,4054.112746,
2020,1,11,21,1112.289708,1279.875649,1544.914584,3937.079941,
2020,1,11,22,1052.356507,1234.566347,1474.588738,3761.511592,
2020,1,11,23,984.6672439,1184.322367,1377.665296,3546.654907,
2020,1,11,24,946.2394854,1133.629781,1289.757988,3369.627254,
2020,1,12,1,920.5034636,1098.638439,1221.235369,3240.377272,
2020,1,12,2,909.2219198,1083.385802,1172.548244,3165.155966,
2020,1,12,3,899.350569,1069.030379,1147.303069,3115.684017,
2020,1,12,4,902.170955,1065.441524,1126.56596,3094.178439,
2020,1,12,5,933.5477486,1071.722021,1126.56596,3131.83573,
2020,1,12,6,991.7182088,1090.563513,1138.737741,3221.019463,
2020,1,12,7,1047.77338,1111.64804,1157.220816,3316.642236,
2020,1,12,8,1081.970559,1092.806548,1169.392597,3344.169704,
2020,1,12,9,1089.374072,1109.405006,1222.136982,3420.91606,
2020,1,12,10,1086.201138,1125.106249,1272.627333,3483.93472,
2020,1,12,11,1071.74666,1121.517393,1305.987029,3499.251082,
2020,1,12,12,1057.997279,1132.732567,1301.478962,3492.208808,
2020,1,12,13,1035.434191,1120.620179,1316.80639,3472.86076,
2020,1,12,14,1013.5762,1121.068786,1305.085416,3439.730402,
2020,1,12,15,1014.633845,1117.031324,1288.405568,3420.070737,
2020,1,12,16,1031.203612,1122.863214,1285.700728,3439.767554,
2020,1,12,17,1105.591291,1180.733512,1324.470104,3610.794907,
2020,1,12,18,1235.329045,1386.195498,1535.89845,4157.422993,
2020,1,12,19,1235.681593,1423.878483,1640.936413,4300.496489,
2020,1,12,20,1206.420089,1404.588383,1632.371085,4243.379557,
2020,1,12,21,1171.165265,1370.045648,1574.667827,4115.87874,
2020,1,12,22,1114.052449,1327.427987,1499.833913,3941.314349,
2020,1,12,23,1036.844384,1274.043759,1407.418538,3718.306681,
2020,1,12,24,999.8268184,1208.098536,1304.634609,3512.559963,
2020,1,13,1,993.48095,1167.72391,1224.841822,3386.046682,
2020,1,13,2,997.0064325,1148.433811,1170.745017,3316.185261,
2020,1,13,3,1012.518555,1139.013065,1152.712749,3304.244369,
2020,1,13,4,1062.227857,1146.190776,1142.344195,3350.762828,
2020,1,13,5,1151.422563,1171.312766,1157.220816,3479.956145,
2020,1,13,6,1282.217961,1228.734456,1218.079722,3729.032139,
2020,1,13,7,1354.8429,1291.090823,1332.584625,3978.518348,
2020,1,13,8,1351.669965,1257.445301,1395.246757,4004.362023,
2020,1,13,9,1309.716724,1269.557689,1494.87504,4074.149453,
2020,1,13,10,1279.045027,1287.501968,1584.134767,4150.681762,
2020,1,13,11,1240.26472,1265.968834,1629.215438,4135.448992,
2020,1,13,12,1188.440129,1240.398237,1631.920278,4060.758644,
2020,1,13,13,1153.537853,1217.967889,1607.12591,3978.631652,
2020,1,13,14,1118.988125,1195.088934,1602.617842,3916.694901,
2020,1,13,15,1106.296388,1178.04187,1572.8646,3857.202858,
2020,1,13,16,1118.988125,1171.312766,1548.070231,3838.371122,
2020,1,13,17,1232.156111,1240.846844,1569.258146,4042.261101,
2020,1,13,18,1360.483671,1473.673855,1761.75261,4595.910136,
2020,1,13,19,1369.297378,1510.011018,1804.579247,4683.887643,
2020,1,13,20,1346.73429,1517.637337,1761.75261,4626.124237,
2020,1,13,21,1313.594755,1475.91689,1677.902562,4467.414207,
2020,1,13,22,1218.759278,1412.214702,1571.51218,4202.48616,
2020,1,13,23,1126.391638,1326.082166,1441.679848,3894.153652,
2020,1,13,24,1107.001484,1239.501023,1312.74913,3659.251637,
2020,1,14,1,1098.187778,1191.948686,1221.686175,3511.822639,
2020,1,14,2,1104.886195,1175.798835,1169.843404,3450.528434,
2020,1,14,3,1131.327313,1165.929482,1150.007909,3447.264704,
2020,1,14,4,1188.08758,1177.144656,1141.442581,3506.674817,
2020,1,14,5,1320.998268,1211.687392,1154.515976,3687.201636,
2020,1,14,6,1526.886442,1310.829529,1233.857956,4071.573927,
2020,1,14,7,1603.036863,1419.84102,1408.320152,4431.198035,
2020,1,14,8,1500.445324,1375.877538,1525.529896,4401.852758,
2020,1,14,9,1370.707571,1327.876594,1618.846884,4317.431049,
2020,1,14,10,1286.095992,1287.950575,1660.771908,4234.818475,
2020,1,14,11,1218.054181,1253.856446,1713.516292,4185.426919,
2020,1,14,12,1175.043295,1218.416496,1710.811452,4104.271243,
2020,1,14,13,1135.205344,1191.051472,1717.122746,4043.379562,
2020,1,14,14,1110.879515,1166.378089,1695.934831,3973.192435,
2020,1,14,15,1093.957199,1153.817094,1688.271117,3936.04541,
2020,1,14,16,1108.059129,1152.471273,1654.91142,3915.441822,
2020,1,14,17,1191.260515,1226.042814,1645.895286,4063.198615,
2020,1,14,18,1346.029193,1436.888084,1883.019614,4665.936891,
2020,1,14,19,1360.83622,1477.711317,1919.534957,4758.082494,
2020,1,14,20,1353.432707,1464.701716,1820.808289,4638.942712,
2020,1,14,21,1325.581395,1421.635448,1730.19614,4477.412983,
2020,1,14,22,1221.932212,1343.12923,1621.100917,4186.162359,
2020,1,14,23,1138.730826,1252.062018,1461.064537,3851.857381,
2020,1,14,24,1094.309748,1164.583661,1320.412844,3579.306253,
2020,1,15,1,1084.085849,1130.938139,1228.899083,3443.923071,
2020,1,15,2,1083.380752,1116.13411,1172.548244,3372.063106,
2020,1,15,3,1099.245423,1108.059185,1147.303069,3354.607677,
2020,1,15,4,1153.537853,1113.442468,1137.836128,3404.816449,
2020,1,15,5,1293.146957,1146.190776,1158.573236,3597.910969,
2020,1,15,6,1481.055171,1226.042814,1227.095856,3934.193841,
2020,1,15,7,1547.33424,1331.016842,1417.787093,4296.138175,
2020,1,15,8,1469.421079,1289.745002,1527.783929,4286.95001,
2020,1,15,9,1351.669965,1252.510625,1605.773489,4209.954079,
2020,1,15,10,1264.943097,1222.902566,1666.181588,4154.027251,
2020,1,15,11,1199.369124,1213.48182,1722.08162,4134.932564,
2020,1,15,12,1161.646462,1196.883362,1740.113888,4098.643712,
2020,1,15,13,1131.327313,1187.462616,1729.745334,4048.535263,
2020,1,15,14,1107.354033,1177.144656,1721.180006,4005.678695,
2020,1,15,15,1094.662296,1160.546199,1695.934831,3951.143326,
2020,1,15,16,1104.886195,1152.91988,1684.664663,3942.470738,
2020,1,15,17,1182.799357,1217.967889,1732.450174,4133.21742,
2020,1,15,18,1330.164523,1409.074453,1905.559949,4644.798925,
2020,1,15,19,1338.978229,1440.028333,1919.534957,4698.541519,
2020,1,15,20,1328.049233,1414.457737,1869.044606,4611.551576,
2020,1,15,21,1289.621475,1363.76515,1765.80987,4419.196495,
2020,1,15,22,1181.036616,1287.501968,1640.485606,4109.02419,
2020,1,15,23,1082.323107,1192.8459,1466.925024,3742.094031,
2020,1,15,24,1036.491836,1121.517393,1325.822525,3483.831754,
2020,1,16,1,1021.332261,1084.283016,1227.546662,3333.161939,
2020,1,16,2,1017.454231,1071.722021,1188.326479,3277.502731,
2020,1,16,3,1018.159327,1071.273414,1158.12243,3247.555171,
2020,1,16,4,1064.343147,1077.553912,1147.753875,3289.650934,
2020,1,16,5,1167.639782,1094.152369,1162.630497,3424.422648,
2020,1,16,6,1336.510391,1152.022666,1232.956343,3721.4894,
2020,1,16,7,1412.660811,1243.538486,1394.795951,4050.995248,
2020,1,16,8,1341.093518,1238.603809,1508.399241,4088.096568,
2020,1,16,9,1266.000742,1235.014954,1590.896868,4091.912564,
2020,1,16,10,1221.227115,1221.108138,1648.600127,4090.93538,
2020,1,16,11,1194.080901,1189.705651,1693.680797,4077.467349,
2020,1,16,12,1170.10762,1179.387691,1704.500158,4053.995469,
2020,1,16,13,1151.422563,1168.172517,1692.779184,4012.374264,
2020,1,16,14,1136.262989,1155.162915,1686.918697,3978.344601,
2020,1,16,15,1123.218704,1147.985204,1662.575134,3933.779042,
2020,1,16,16,1140.141019,1147.536597,1633.272699,3920.950315,
2020,1,16,17,1211.708313,1201.369432,1642.739639,4055.817384,
2020,1,16,18,1351.669965,1405.485597,1828.021196,4585.176758,
2020,1,16,19,1355.547996,1457.524004,1884.372034,4697.444034,
2020,1,16,20,1334.74765,1458.869825,1830.275229,4623.892704,
2020,1,16,21,1303.370856,1418.495199,1762.654223,4484.520278,
2020,1,16,22,1200.426769,1344.475051,1647.698513,4192.600333,
2020,1,16,23,1114.404998,1246.678734,1494.424233,3855.507965,
2020,1,16,24,1078.445077,1169.518338,1351.0677,3599.031115,
2020,1,17,1,1073.86195,1143.499134,1254.595065,3471.956149,
2020,1,17,2,1077.387432,1128.246498,1200.49826,3406.13219,
2020,1,17,3,1097.482682,1125.554856,1171.646631,3394.684169,
2020,1,17,4,1145.076695,1137.667244,1166.23695,3448.980889,
2020,1,17,5,1270.936418,1170.415552,1179.310345,3620.662315,
2020,1,17,6,1458.139535,1256.099481,1253.693451,3967.932467,
2020,1,17,7,1543.103662,1363.76515,1417.336286,4324.205098,
2020,1,17,8,1442.97996,1331.465449,1540.857324,4315.302733,
2020,1,17,9,1324.171202,1300.960176,1608.929136,4234.060514,
2020,1,17,10,1241.322365,1272.249331,1670.238848,4183.810544,
2020,1,17,11,1178.21623,1240.846844,1690.074344,4109.137418,
2020,1,17,12,1136.262989,1205.406894,1706.754192,4048.424075,
2020,1,17,13,1104.533647,1182.976547,1686.918697,3974.428891,
2020,1,17,14,1080.207818,1172.20998,1671.591269,3924.009067,
2020,1,17,15,1061.875309,1147.985204,1649.952547,3859.81306,
2020,1,17,16,1072.099208,1139.013065,1613.88801,3825.000283,
2020,1,17,17,1133.090054,1187.462616,1604.871876,3925.424546,
2020,1,17,18,1258.244681,1379.466394,1774.826004,4412.537079,
2020,1,17,19,1276.57719,1431.504801,1788.801012,4496.883003,
2020,1,17,20,1264.590549,1429.710373,1735.605821,4429.906743,
2020,1,17,21,1260.35997,1409.074453,1659.419488,4328.853911,
2020,1,17,22,1202.894607,1370.045648,1580.528314,4153.468569,
2020,1,17,23,1135.91044,1296.474107,1473.236318,3905.620865,
2020,1,17,24,1105.238743,1231.426098,1352.870927,3689.535768,
2020,1,18,1,1093.604651,1197.780576,1264.963619,3556.348846,
2020,1,18,2,1098.187778,1177.144656,1201.85068,3477.183114,
